Order_ID,Customer_ID,Restaurant_ID,Order_Date,Subtotal,Status
77,986,500,2024-07-06,1210.29,Delivered
78,1703,923,2025-03-28,741.18,Delivered
79,6222,1964,2026-04-20,433.5,Delivered
80,392,1548,2025-03-02,1544.04,Delivered
81,7711,58,2026-06-13,454.06,Delivered
82,7055,142,2024-12-23,303.04,Delivered
83,4487,951,2024-06-05,474.23,Delivered
84,4166,1822,2026-05-17,153.47,Delivered
85,251,1091,2025-12-04,880.72,Cancelled
86,3996,1024,2025-11-08,1007.38,Delivered
87,1545,234,2024-09-15,1323.3,Delivered
88,8186,1331,2026-02-21,259.68,Delivered
89,5191,1646,2024-12-31,591.56,Delivered
90,9487,769,2024-07-01,137.82,Delivered
91,8993,1554,2024-03-14,1049.14,Delivered
92,7217,1927,2026-06-12,699.43,Delivered
93,7047,442,2024-06-19,444.19,Delivered
94,7819,1064,2026-01-24,399.79,Delivered
95,9833,555,2024-03-05,238.62,Delivered
96,4048,1592,2026-04-17,1271.09,Delivered
97,9837,1169,2025-02-10,100.37,Delivered
98,8288,1278,2024-10-15,1277.24,Delivered
99,3449,1601,2025-09-02,1679.01,Delivered
100,431,803,2025-06-19,538.39,Delivered
101,6742,1831,2025-11-02,266.89,Delivered
102,767,1084,2025-06-11,640.42,Delivered
103,4463,345,2025-11-18,1013.54,Delivered
104,1932,1404,2025-07-24,446.01,Delivered
105,2792,1592,2024-04-17,353.09,Delivered
106,4734,628,2024-09-20,545.8,Delivered
107,7728,1716,2024-05-07,1280.43,Cancelled
108,4198,1816,2024-12-31,1285.86,Delivered
109,7976,533,2026-02-11,694.78,Delivered
110,9812,1960,2025-01-22,861.53,Delivered
111,6201,305,2026-01-17,699.34,Delivered
112,7700,439,2024-09-26,432.17,Delivered
113,8901,399,2024-01-02,100.66,Delivered
114,2521,1785,2024-12-30,648.22,Cancelled
115,3539,1325,2025-08-17,948.46,Delivered
116,299,328,2024-05-20,1178.76,Delivered
117,7055,898,2025-03-04,986.82,Delivered
118,8573,1236,2024-03-12,775.55,Delivered
119,4000,184,2025-05-14,966.93,Delivered
120,3608,1759,2024-01-12,564.92,Delivered
121,6008,1617,2024-05-18,2250.74,Delivered
122,9157,1039,2026-05-06,692.52,Delivered
123,4161,1934,2025-09-26,1601.88,Delivered
124,7366,848,2026-05-26,600.98,Delivered
125,6833,1962,2025-04-14,2395.62,Delivered
126,7385,1347,2024-08-26,1206.91,Delivered
127,4110,1278,2024-01-22,1121.17,Delivered
128,9512,365,2024-04-08,269.26,Delivered
129,1795,1757,2025-12-23,1117.72,Cancelled
130,2647,865,2026-04-04,248.92,Delivered
131,1120,356,2025-11-24,1055.39,Delivered
132,6721,31,2024-09-10,678.59,Delivered
133,5437,1129,2025-03-26,1019.75,Delivered
134,7817,1075,2025-12-11,405.95,Delivered
135,2353,1449,2026-05-11,1413.03,Delivered
136,2697,1776,2024-09-21,1169.5,Delivered
137,5697,177,2025-11-24,1278.92,Delivered
138,1012,1465,2025-12-24,1214.86,Delivered
139,8678,406,2024-11-24,1403.74,Cancelled
140,2020,1716,2025-03-21,1656.6,Cancelled
141,969,1640,2026-02-03,1623.59,Cancelled
142,3907,1096,2026-03-03,715.46,Delivered
143,662,1430,2025-03-31,1456.88,Delivered
144,9205,620,2025-05-30,1871.38,Delivered
145,4381,970,2024-09-21,1766.23,Delivered
146,9775,1645,2025-05-06,2776.88,Delivered
147,6001,940,2025-06-04,920.91,Delivered
148,981,718,2026-05-09,1203.36,Delivered
149,8120,1018,2025-04-15,451.52,Delivered
150,6575,1662,2024-01-03,1264.01,Delivered
151,2586,674,2024-12-24,653.56,Delivered
152,1632,382,2025-02-22,2226.86,Delivered
153,10,1435,2025-03-24,704.62,Delivered
154,7680,1656,2024-04-15,1235.2,Cancelled
155,4844,225,2024-07-01,1046.88,Delivered
156,8975,500,2025-10-06,801.96,Delivered
157,2220,306,2026-06-04,908.12,Cancelled
158,5698,700,2024-11-15,196.07,Delivered
159,3804,922,2025-08-11,584.08,Delivered
160,4469,1493,2026-06-26,1043.21,Delivered
161,6291,1318,2026-04-06,960.12,Delivered
162,7141,1245,2025-09-27,278.35,Delivered
163,5750,708,2024-02-03,1201.84,Cancelled
164,7722,1682,2024-08-19,460.77,Delivered
165,909,971,2026-04-15,1349.12,Delivered
166,70,1955,2024-11-28,438.28,Delivered
167,1867,1278,2025-12-09,997.24,Delivered
168,2731,270,2025-05-27,1017.68,Delivered
169,8509,1361,2024-02-02,676.14,Delivered
170,7268,650,2026-05-27,2110.8,Delivered
171,1806,1383,2024-11-18,965.8,Cancelled
172,5699,155,2025-11-12,756.84,Delivered
173,6120,384,2024-02-06,1582.67,Delivered
174,3129,1715,2024-12-17,1192.4,Delivered
175,9777,479,2024-06-03,1205.48,Cancelled
176,3066,1673,2024-12-08,1451.21,Delivered
177,5952,537,2024-03-18,1649.32,Delivered
178,2829,1301,2025-04-10,688.36,Delivered
179,5477,1399,2025-06-26,1043.1,Delivered
180,4405,1055,2025-03-02,849.64,Delivered
181,1261,596,2024-11-23,588.42,Delivered
182,4068,454,2024-06-03,682.24,Delivered
183,7368,70,2024-02-10,760.11,Delivered
184,7254,594,2024-03-15,2048.96,Delivered
185,4949,1324,2025-07-21,1408.85,Delivered
186,7988,1878,2026-02-11,1036.58,Delivered
187,8878,1734,2026-04-05,1126.78,Delivered
188,3156,1534,2024-08-09,510.07,Delivered
189,1841,1585,2025-12-12,1678.82,Delivered
190,8491,1339,2026-01-07,639.39,Delivered
191,1123,532,2024-04-09,825.38,Delivered
192,2247,1816,2025-10-13,539.3,Delivered
193,7341,1349,2026-04-29,1182.56,Delivered
194,5681,1131,2025-08-02,1601.05,Delivered
195,4383,245,2025-09-28,1742.71,Delivered
196,6370,916,2024-01-05,1356.84,Delivered
197,6053,943,2025-03-03,1897.03,Delivered
198,8045,1727,2026-05-21,1311.54,Delivered
199,4968,1105,2024-08-28,1564.15,Delivered
200,8657,769,2025-01-29,429.48,Delivered
201,2133,1955,2026-02-26,181.8,Cancelled
202,2421,244,2024-10-04,1825.15,Delivered
203,3565,852,2025-11-16,2013.0,Delivered
204,219,92,2025-12-05,649.56,Delivered
205,593,1470,2025-06-14,708.56,Delivered
206,4576,1838,2026-05-10,498.8,Delivered
207,5782,539,2025-08-01,1577.14,Delivered
208,6110,1716,2025-01-25,1549.58,Delivered
209,7137,569,2025-12-05,162.21,Delivered
210,3866,1825,2024-03-25,798.02,Delivered
211,4167,1507,2024-05-05,1405.22,Delivered
212,537,1617,2024-06-13,395.19,Delivered
213,7445,41,2025-05-24,420.44,Delivered
214,9242,1923,2024-10-30,1186.46,Delivered
215,9362,1465,2024-10-20,1178.14,Delivered
216,4548,595,2024-04-07,1026.93,Delivered
217,3905,1663,2026-01-23,1091.5,Delivered
218,819,541,2026-06-28,686.08,Delivered
219,2225,1738,2026-02-08,399.79,Delivered
220,1008,248,2024-10-29,301.54,Delivered
221,4046,1422,2026-01-29,405.6,Delivered
222,8950,1095,2025-04-02,1030.02,Delivered
223,3087,215,2026-06-06,912.1,Delivered
224,2125,504,2024-05-17,1526.56,Delivered
225,2974,30,2025-04-11,1565.72,Cancelled
226,1748,963,2025-11-05,1646.62,Delivered
227,7078,585,2024-02-05,799.58,Delivered
228,3774,1210,2025-08-19,1557.6,Delivered
229,260,578,2026-02-15,2138.08,Delivered
230,8241,582,2026-03-21,1709.44,Delivered
231,4005,1478,2025-11-29,883.01,Delivered
232,5198,108,2024-11-13,1377.66,Delivered
233,4749,1806,2025-02-25,1606.49,Delivered
234,6788,1705,2026-02-03,303.04,Delivered
235,5335,1346,2025-09-25,1268.3,Delivered
236,9180,1198,2024-12-09,1427.36,Delivered
237,4601,1781,2025-04-16,945.14,Delivered
238,2256,402,2025-02-14,2105.24,Delivered
239,9343,176,2024-03-28,1235.97,Delivered
240,2021,500,2024-01-24,520.7,Delivered
241,6682,1592,2025-11-14,263.25,Delivered
242,5273,74,2025-05-15,1255.36,Delivered
243,701,1179,2025-08-01,1452.09,Cancelled
244,4345,1990,2025-10-08,1190.52,Delivered
245,2859,1715,2025-05-10,1488.84,Delivered
246,2106,1062,2025-09-26,808.16,Delivered
247,5658,140,2024-04-27,1182.06,Delivered
248,3558,1665,2026-06-04,506.13,Delivered
249,7591,1210,2025-01-17,2521.58,Delivered
250,2132,249,2025-02-01,1146.14,Delivered
251,1141,207,2024-01-10,1082.33,Delivered
252,7706,1823,2025-05-03,257.12,Delivered
253,489,1349,2026-03-18,916.64,Delivered
254,6440,1663,2026-06-27,1203.72,Delivered
255,1477,1755,2025-04-15,353.81,Delivered
256,3773,1156,2025-01-12,469.51,Delivered
257,5706,1055,2026-02-14,701.32,Delivered
258,5938,870,2024-11-29,1219.44,Delivered
259,9179,628,2026-02-16,440.77,Delivered
260,2882,883,2025-06-19,1589.64,Delivered
261,6803,1551,2026-02-06,1564.99,Delivered
262,9954,1210,2024-07-28,1208.07,Delivered
263,4885,1782,2024-09-18,334.65,Delivered
264,1043,906,2025-10-06,1138.63,Delivered
265,6454,1221,2024-07-24,850.45,Delivered
266,1266,1273,2025-02-02,1287.98,Delivered
267,909,1197,2026-06-11,581.53,Delivered
268,5963,1420,2026-02-22,606.08,Delivered
269,4037,499,2025-09-10,745.06,Delivered
270,9760,1054,2024-11-20,1312.37,Delivered
271,4886,231,2025-06-13,1587.89,Delivered
272,9853,779,2024-04-08,1297.6,Cancelled
273,2086,1008,2025-08-10,473.61,Delivered
274,2109,1322,2025-02-04,1211.11,Delivered
275,4092,1903,2025-03-20,1613.36,Delivered
276,2219,1210,2026-01-29,2249.3,Delivered
277,1393,1478,2025-04-29,875.3,Delivered
278,6040,1042,2025-01-05,230.46,Delivered
279,424,1278,2026-06-09,690.53,Delivered
280,8962,155,2026-03-07,1050.93,Delivered
281,7190,524,2025-06-23,1424.35,Delivered
282,2567,726,2025-02-24,1198.04,Delivered
283,5898,972,2024-11-24,484.9,Delivered
284,4021,102,2024-04-15,189.01,Delivered
285,5791,304,2026-01-13,1641.94,Delivered
286,5745,533,2026-02-07,881.54,Delivered
287,197,1945,2024-11-23,1505.95,Delivered
288,4260,662,2024-09-16,492.71,Delivered
289,8980,997,2025-03-13,1139.96,Delivered
290,5415,423,2024-09-05,713.24,Delivered
291,7253,1228,2024-10-10,1202.57,Delivered
292,2424,541,2024-06-08,851.96,Delivered
293,2971,446,2024-08-11,1159.23,Delivered
294,5132,1055,2024-02-21,1100.03,Cancelled
295,64,12,2024-09-15,1043.72,Delivered
296,9236,16,2025-03-13,191.95,Delivered
297,9626,470,2025-05-13,730.74,Delivered
298,5196,79,2025-08-17,153.35,Delivered
299,4884,241,2025-05-11,1157.74,Delivered
300,8637,679,2024-12-24,1113.44,Delivered
301,4010,1614,2024-04-25,1599.64,Delivered
302,7130,1157,2024-09-05,1894.7,Delivered
303,4550,1055,2024-08-30,358.56,Delivered
304,4492,572,2025-06-11,835.53,Delivered
305,1334,1865,2025-07-15,1590.15,Delivered
306,3071,806,2026-04-13,963.31,Delivered
307,5746,193,2026-01-27,201.73,Delivered
308,9020,1239,2025-01-08,876.04,Delivered
309,4543,248,2024-11-06,694.66,Delivered
310,7690,692,2024-04-15,419.88,Delivered
311,907,1045,2026-03-04,809.14,Delivered
312,3191,1742,2026-06-16,1393.54,Delivered
313,2563,1016,2025-05-30,431.78,Delivered
314,2,1419,2025-06-21,949.5,Delivered
315,8262,1983,2025-10-29,2137.52,Delivered
316,9634,280,2025-04-25,1048.1,Delivered
317,6749,533,2024-01-28,1591.8,Delivered
318,906,800,2025-12-03,1595.87,Delivered
319,2574,849,2025-09-16,1544.01,Delivered
320,2982,834,2025-12-07,592.86,Delivered
321,8468,1817,2024-06-11,1119.84,Delivered
322,4986,1441,2025-11-17,241.1,Delivered
323,1984,1222,2024-03-10,1418.76,Delivered
324,5173,610,2025-07-20,781.94,Delivered
325,8291,1650,2025-11-18,1869.18,Delivered
326,9022,1913,2026-04-05,397.91,Delivered
327,5550,1644,2025-09-25,891.73,Cancelled
328,7430,3,2026-01-28,1118.85,Delivered
329,6697,1282,2025-09-12,724.08,Delivered
330,5204,115,2025-02-01,1151.34,Delivered
331,8532,531,2024-12-07,316.45,Delivered
332,9397,134,2024-06-23,324.5,Delivered
333,42,1213,2026-06-10,692.8,Delivered
334,8671,1383,2025-01-15,1701.36,Delivered
335,6965,249,2026-03-08,869.31,Delivered
336,6973,777,2024-12-10,1265.4,Delivered
337,5733,933,2025-07-31,1301.1,Delivered
338,50,744,2024-11-22,1467.69,Delivered
339,2931,262,2024-12-02,1210.56,Delivered
340,2479,848,2024-08-04,1600.06,Delivered
341,2441,1500,2024-02-17,1723.39,Delivered
342,972,155,2026-03-19,992.7,Delivered
343,6210,179,2024-01-15,1214.19,Delivered
344,6266,713,2025-03-23,465.96,Cancelled
345,4514,1886,2025-03-27,1634.49,Delivered
346,4930,1349,2024-02-04,1712.05,Delivered
347,9351,1367,2025-09-29,1306.11,Delivered
348,5707,726,2026-01-26,691.31,Delivered
349,3565,1198,2025-02-17,576.42,Delivered
350,5329,24,2026-02-28,779.42,Delivered
351,1059,1281,2026-03-12,1115.28,Delivered
352,6668,1829,2025-02-15,1210.55,Delivered
353,3469,1229,2025-08-28,1199.1,Delivered
354,1712,1741,2024-11-04,783.92,Delivered
355,7169,1459,2024-02-22,1044.82,Delivered
356,8210,262,2024-04-28,842.86,Delivered
357,292,1806,2024-08-23,1478.96,Delivered
358,5978,146,2024-02-25,780.32,Delivered
359,6699,1085,2025-01-29,936.74,Delivered
360,2537,306,2026-06-05,580.73,Delivered
361,9724,28,2025-05-27,512.44,Delivered
362,9569,850,2024-12-29,1369.8,Delivered
363,9100,575,2024-03-02,1798.41,Delivered
364,1468,1005,2026-02-15,1608.72,Cancelled
365,4551,1168,2024-06-25,887.11,Delivered
366,6839,96,2024-12-06,908.12,Delivered
367,1717,262,2025-01-13,781.72,Delivered
368,5653,1126,2025-11-29,1328.15,Delivered
369,6048,686,2024-09-20,152.26,Delivered
370,7585,1465,2025-07-25,259.68,Delivered
371,2213,1323,2024-01-22,1096.02,Delivered
372,2700,1690,2024-11-15,740.58,Delivered
373,40,1395,2025-12-22,1231.47,Delivered
374,4428,870,2024-01-04,266.13,Delivered
375,3134,1355,2024-10-16,918.14,Delivered
376,1415,533,2025-07-24,978.64,Delivered
377,1447,600,2024-07-31,1006.53,Delivered
378,9432,1585,2025-11-14,566.19,Delivered
379,7885,914,2024-12-13,708.56,Delivered
380,8247,1603,2025-10-15,873.76,Delivered
381,8612,1647,2024-06-25,1179.52,Delivered
382,3368,1716,2024-11-10,278.9,Delivered
383,3472,1834,2025-05-15,1805.12,Delivered
384,7395,872,2024-09-10,704.62,Delivered
385,7327,632,2026-01-08,935.72,Delivered
386,8335,1178,2026-05-30,669.3,Delivered
387,8806,749,2025-04-02,1270.9,Delivered
388,4744,1210,2024-10-01,834.07,Delivered
389,8109,1425,2024-06-09,1734.73,Delivered
390,5413,1386,2024-08-23,697.56,Delivered
391,3429,756,2026-02-20,222.13,Delivered
392,2023,365,2025-12-31,1343.96,Delivered
393,5596,871,2024-09-06,782.03,Delivered
394,1669,307,2025-10-31,553.63,Delivered
395,6600,1776,2024-10-13,596.5,Delivered
396,1954,694,2026-06-11,1038.06,Delivered
397,3949,335,2025-07-30,1137.16,Delivered
398,1419,55,2026-05-30,848.52,Delivered
399,202,1307,2025-05-27,515.16,Delivered
400,4747,1283,2025-02-10,196.07,Delivered
401,2861,681,2026-04-09,955.1,Delivered
402,9915,156,2024-05-14,253.46,Delivered
403,9016,829,2025-12-14,914.48,Delivered
404,1627,615,2026-03-22,396.06,Delivered
405,2055,1363,2024-03-07,457.64,Cancelled
406,5294,1218,2026-06-06,1021.49,Delivered
407,8577,733,2024-03-06,856.64,Delivered
408,3014,467,2026-06-07,1007.86,Cancelled
409,8740,1973,2024-08-07,1203.44,Delivered
410,2687,931,2024-04-26,1295.74,Delivered
411,3211,1386,2024-02-25,1740.98,Delivered
412,3196,305,2025-09-25,273.46,Cancelled
413,853,1004,2024-12-15,1038.84,Delivered
414,2905,60,2025-10-29,666.8,Delivered
415,7355,1040,2025-09-30,1527.39,Delivered
416,1921,1926,2026-06-30,769.84,Delivered
417,9420,778,2025-04-09,1678.56,Delivered
418,9711,85,2025-11-17,1517.84,Delivered
419,8289,69,2025-07-03,1152.56,Delivered
420,854,787,2024-02-28,368.78,Delivered
421,3551,350,2025-02-13,1074.93,Delivered
422,5989,52,2025-10-25,338.82,Delivered
423,8842,1512,2025-05-19,890.26,Delivered
424,514,938,2025-09-23,1142.92,Delivered
425,1275,560,2026-03-23,699.34,Delivered
426,8198,1801,2024-01-03,693.02,Delivered
427,6141,252,2025-11-20,965.75,Delivered
428,1367,1913,2024-11-15,905.06,Delivered
429,3421,620,2024-11-30,537.74,Delivered
430,2854,1774,2026-04-08,875.93,Delivered
431,2138,1210,2026-02-17,652.57,Delivered
432,4798,1657,2024-02-23,986.24,Delivered
433,7355,1962,2024-05-03,1718.68,Cancelled
434,1805,558,2025-09-10,1025.76,Cancelled
435,5452,1918,2025-02-26,813.68,Delivered
436,6836,790,2024-08-19,1149.12,Delivered
437,3910,781,2025-01-05,296.45,Delivered
438,461,681,2024-06-02,1214.37,Delivered
439,6938,1098,2024-01-23,249.86,Delivered
440,6002,334,2026-06-23,705.13,Delivered
441,9503,1118,2024-02-14,775.58,Delivered
442,2106,1099,2025-12-31,1837.14,Delivered
443,2000,1522,2024-11-19,1081.31,Delivered
444,5198,1668,2026-06-05,344.96,Delivered
445,4311,898,2024-04-28,905.72,Delivered
446,5003,588,2025-03-02,645.9,Delivered
447,7700,532,2026-05-11,979.3,Delivered
448,5263,420,2024-11-13,1068.58,Delivered
449,81,128,2024-07-15,493.19,Delivered
450,6608,685,2026-06-23,470.2,Delivered
451,3380,532,2025-10-27,199.38,Delivered
452,7405,1933,2024-08-06,751.35,Cancelled
453,4005,1124,2024-11-21,1611.16,Delivered
454,503,698,2024-03-06,1970.27,Delivered
455,7172,1173,2025-07-20,621.76,Delivered
456,6901,301,2026-06-09,1224.23,Delivered
457,1143,907,2026-05-06,919.38,Delivered
458,4779,1259,2025-11-05,1924.08,Delivered
459,8654,1011,2024-05-29,496.65,Delivered
460,4815,811,2024-05-09,1077.35,Delivered
461,9792,1986,2026-04-08,892.05,Delivered
462,6924,1756,2025-02-04,1264.65,Delivered
463,4213,1251,2024-11-28,271.24,Delivered
464,7097,1151,2026-02-09,1134.18,Cancelled
465,5302,1245,2025-10-23,535.19,Delivered
466,1708,437,2024-08-17,1508.26,Delivered
467,195,801,2025-05-23,858.71,Delivered
468,5264,87,2025-04-08,1597.32,Delivered
469,5288,981,2025-10-11,807.68,Delivered
470,3940,1102,2024-08-31,934.62,Delivered
471,9880,479,2025-05-04,660.26,Delivered
472,5903,1926,2024-06-08,811.61,Delivered
473,5240,1823,2024-02-19,355.96,Delivered
474,1894,1456,2025-06-14,986.84,Delivered
475,293,1085,2026-01-25,1086.89,Cancelled
476,5737,1731,2025-05-09,1256.44,Delivered
477,8280,278,2024-02-20,705.24,Delivered
478,6980,1588,2025-10-12,915.42,Delivered
479,578,266,2026-04-11,908.55,Delivered
480,8729,1592,2026-01-23,736.33,Delivered
481,1930,533,2025-04-16,864.72,Delivered
482,1333,1749,2024-07-08,608.25,Delivered
483,3510,1890,2025-06-15,1422.88,Delivered
484,7545,322,2025-12-17,448.92,Delivered
485,4576,948,2026-03-21,717.86,Delivered
486,3303,1956,2024-11-19,1989.36,Delivered
487,1659,999,2025-11-23,754.73,Delivered
488,7198,1725,2025-08-31,741.9,Delivered
489,6056,1190,2025-10-27,2056.55,Delivered
490,5396,757,2025-08-03,665.94,Delivered
491,36,552,2026-06-03,1940.95,Delivered
492,2985,442,2025-05-15,306.94,Delivered
493,3646,1522,2025-06-17,815.33,Delivered
494,5254,784,2024-04-16,152.26,Delivered
495,3400,1053,2024-02-21,965.8,Delivered
496,6111,1014,2026-02-22,1898.75,Delivered
497,4725,1168,2025-12-29,530.23,Delivered
498,2788,1728,2024-02-04,1686.05,Delivered
499,9430,1955,2024-11-07,391.91,Delivered
500,196,825,2025-06-23,799.84,Delivered
501,2777,1660,2024-05-06,196.07,Delivered
502,9075,1530,2024-07-09,268.29,Delivered
503,9766,1159,2024-08-02,1236.43,Delivered
504,7359,1913,2026-05-12,1637.84,Delivered
505,4560,435,2025-10-27,304.65,Delivered
506,3423,242,2025-04-01,706.56,Delivered
507,6483,1710,2024-06-22,478.18,Cancelled
508,8000,894,2026-06-22,958.1,Delivered
509,5834,1694,2024-11-25,984.71,Delivered
510,1657,1782,2025-11-14,156.88,Delivered
511,2936,140,2025-08-01,1393.05,Delivered
512,8765,1762,2024-10-14,869.8,Delivered
513,5802,918,2024-08-12,1297.62,Delivered
514,3848,1051,2024-08-09,1718.08,Delivered
515,8085,1260,2024-03-03,1035.22,Delivered
516,1132,1855,2026-01-05,915.12,Delivered
517,3609,44,2024-01-27,1513.35,Delivered
518,936,985,2024-08-23,856.27,Cancelled
519,3522,1384,2025-05-12,1711.19,Delivered
520,239,1456,2024-10-20,560.76,Delivered
521,1582,1395,2025-02-04,533.78,Delivered
522,4892,288,2024-05-10,1035.18,Delivered
523,5902,582,2026-06-19,987.52,Delivered
524,9430,720,2025-11-07,1537.17,Delivered
525,1961,1617,2024-05-12,255.36,Delivered
526,561,536,2025-09-28,621.99,Delivered
527,5257,451,2024-01-12,2259.28,Delivered
528,7319,1913,2026-01-31,1117.54,Delivered
529,551,20,2024-11-18,548.95,Delivered
530,6061,1996,2025-12-08,1844.88,Cancelled
531,6449,1362,2025-10-23,915.53,Cancelled
532,394,1662,2024-03-14,843.56,Delivered
533,1286,574,2024-11-06,219.94,Delivered
534,7844,34,2024-01-20,1979.26,Delivered
535,8506,1467,2024-09-20,378.32,Cancelled
536,4814,1668,2024-02-08,905.72,Delivered
537,5879,1472,2024-09-14,2127.16,Delivered
538,5920,307,2025-02-20,276.37,Delivered
539,6494,1506,2025-03-11,623.22,Delivered
540,1363,1542,2024-07-16,1219.57,Delivered
541,8310,1334,2024-04-24,239.62,Delivered
542,6293,1534,2024-12-27,712.72,Delivered
543,1926,1691,2025-01-11,1257.81,Delivered
544,7196,1231,2026-06-07,693.24,Delivered
545,7092,196,2025-12-01,1407.1,Delivered
546,1664,1008,2025-10-02,115.23,Delivered
547,2561,171,2025-12-18,836.86,Delivered
548,949,825,2024-06-15,1066.48,Delivered
549,4793,824,2024-10-11,1406.58,Delivered
550,8276,145,2025-09-13,604.54,Delivered
551,8885,703,2024-08-21,290.27,Delivered
552,3967,245,2026-06-03,893.32,Delivered
553,9760,1621,2026-04-16,1141.17,Delivered
554,4361,1896,2026-05-04,1144.42,Delivered
555,5072,158,2025-01-28,509.9,Delivered
556,9504,1913,2024-06-07,1544.62,Delivered
557,7809,1062,2026-02-08,880.38,Delivered
558,7821,582,2025-03-04,1062.78,Delivered
559,742,170,2024-11-25,334.65,Delivered
560,9223,1027,2024-04-12,952.1,Delivered
561,7131,1592,2026-04-06,1268.4,Delivered
562,1338,1426,2025-08-25,489.23,Delivered
563,2682,113,2025-01-24,1118.39,Delivered
564,7131,159,2026-06-04,1296.57,Delivered
565,1914,814,2024-01-27,1399.44,Delivered
566,4965,575,2026-05-26,1351.92,Delivered
567,1819,489,2024-10-05,628.06,Delivered
568,7669,541,2024-02-26,603.42,Delivered
569,300,1617,2025-12-14,951.82,Delivered
570,4196,1860,2025-09-24,711.2,Delivered
571,6381,818,2025-10-07,900.08,Delivered
572,4377,1816,2026-02-03,2361.88,Delivered
573,6718,640,2024-08-03,692.02,Delivered
574,3011,983,2024-01-04,1387.76,Delivered
575,7362,476,2024-06-13,1106.15,Delivered
576,9369,1295,2024-11-30,1032.19,Delivered
577,6986,1955,2026-04-16,1069.25,Delivered
578,8853,1212,2024-02-01,1349.63,Delivered
579,9832,718,2026-04-23,479.69,Delivered
580,9883,1311,2026-04-30,618.74,Delivered
581,8123,262,2026-06-10,1037.14,Delivered
582,6883,1774,2024-10-21,1095.42,Delivered
